Tier,Topic,Model,Dataset,Accuracy,ROC AUC,Positive Samples,Positive Ratio,Precision,Recall,F1 Score
tier 4,mortgage fraud,XGBoost,Train,1.0,1.0,16,0.0028193832599118945,1.0,1.0,1.0
tier 4,mortgage fraud,XGBoost,Validation,0.9989468141126909,0.9283071579583207,7,0.003686150605581885,0.8571428571428571,0.8571428571428571,0.8571428571428571
tier 4,money laundering,XGBoost,Train,1.0,1.0,48,0.008458149779735682,1.0,1.0,1.0
tier 4,money laundering,XGBoost,Validation,0.9915745129015271,0.7352463605823067,19,0.010005265929436546,0.6,0.47368421052631576,0.5294117647058824
tier 4,racketeering,XGBoost,Train,0.9989427312775331,0.9704098868011625,68,0.011982378854625551,0.9696969696969697,0.9411764705882353,0.9552238805970149
tier 4,racketeering,XGBoost,Validation,0.9963138493944181,0.7997346072186837,15,0.007898894154818325,0.9,0.6,0.72
tier 4,non-family abduction,XGBoost,Train,0.9996475770925111,0.6666666666666666,3,0.0005286343612334801,1.0,0.3333333333333333,0.5
tier 4,non-family abduction,XGBoost,Validation,0.9989468141126909,0.49973656480505796,1,0.000526592943654555,0.0,0.0,0.0
tier 4,rico,XGBoost,Train,1.0,1.0,18,0.003171806167400881,1.0,1.0,1.0
tier 4,rico,XGBoost,Validation,0.9968404423380727,0.8117067689053411,8,0.00421274354923644,0.625,0.625,0.625
tier 4,tax fraud,XGBoost,Train,0.9998237885462555,0.9950980392156863,102,0.017973568281938326,1.0,0.9901960784313726,0.9950738916256158
tier 4,tax fraud,XGBoost,Validation,0.9926276987888363,0.8839661936358794,22,0.01158504476040021,0.6538461538461539,0.7727272727272727,0.7083333333333334
tier 4,arson,XGBoost,Train,0.9996475770925111,0.9893617021276595,94,0.01656387665198238,1.0,0.9787234042553191,0.989247311827957
tier 4,arson,XGBoost,Validation,0.9957872564507636,0.9158640984483682,30,0.01579778830963665,0.8928571428571429,0.8333333333333334,0.8620689655172413
tier 4,voluntary manslaughter,XGBoost,Train,0.9998237885462555,0.9999115670321895,21,0.0037004405286343613,0.9545454545454546,1.0,0.9767441860465116
tier 4,voluntary manslaughter,XGBoost,Validation,0.9989468141126909,0.9441798941798941,9,0.004739336492890996,0.8888888888888888,0.8888888888888888,0.8888888888888888
tier 4,mail theft,XGBoost,Train,1.0,1.0,10,0.001762114537444934,1.0,1.0,1.0
tier 4,mail theft,XGBoost,Validation,0.9989468141126909,0.6666666666666666,3,0.001579778830963665,1.0,0.3333333333333333,0.5
tier 4,child sexual abuse,XGBoost,Train,0.9996475770925111,0.9971465606880032,181,0.0318942731277533,0.994475138121547,0.994475138121547,0.994475138121547
tier 4,child sexual abuse,XGBoost,Validation,0.9878883622959452,0.906621095699032,77,0.040547656661400734,0.875,0.8181818181818182,0.8456375838926175
tier 4,violent crimes in aid of racketeering activity,XGBoost,Train,1.0,1.0,31,0.005462555066079295,1.0,1.0,1.0
tier 4,violent crimes in aid of racketeering activity,XGBoost,Validation,0.9989468141126909,0.8571428571428572,7,0.003686150605581885,1.0,0.7142857142857143,0.8333333333333334
tier 4,property damage,XGBoost,Train,1.0,1.0,11,0.0019383259911894273,1.0,1.0,1.0
tier 4,property damage,XGBoost,Validation,0.9978936282253817,0.8566143159166415,7,0.003686150605581885,0.7142857142857143,0.7142857142857143,0.7142857142857143
tier 4,public corruption,XGBoost,Train,0.9996475770925111,0.9582450409088233,12,0.0021145374449339205,0.9166666666666666,0.9166666666666666,0.9166666666666666
tier 4,public corruption,XGBoost,Validation,0.9968404423380727,0.5,6,0.00315955766192733,1.0,0.0,0.0
tier 4,possession with intent to distribute cocaine,XGBoost,Train,1.0,1.0,10,0.001762114537444934,1.0,1.0,1.0
tier 4,possession with intent to distribute cocaine,XGBoost,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 4,simple assault,XGBoost,Train,0.9998237885462555,0.9999093381686309,160,0.028193832599118944,0.9937888198757764,1.0,0.9968847352024922
tier 4,simple assault,XGBoost,Validation,0.9957872564507636,0.9824929971988796,63,0.03317535545023697,0.9104477611940298,0.9682539682539683,0.9384615384615385
tier 4,importation of controlled substances,XGBoost,Train,0.9998237885462555,0.5,1,0.0001762114537444934,1.0,0.0,0.0
tier 4,importation of controlled substances,XGBoost,Validation,0.9989468141126909,0.5,2,0.00105318588730911,1.0,0.0,0.0
tier 4,animal abuse,XGBoost,Train,0.9998237885462555,0.9821428571428572,28,0.004933920704845815,1.0,0.9642857142857143,0.9818181818181818
tier 4,animal abuse,XGBoost,Validation,0.9989468141126909,0.8333333333333333,6,0.00315955766192733,1.0,0.6666666666666666,0.8
tier 4,kickback scheme (financial),XGBoost,Train,1.0,1.0,34,0.0059911894273127755,1.0,1.0,1.0
tier 4,kickback scheme (financial),XGBoost,Validation,0.9968404423380727,0.8608452950558214,18,0.009478672985781991,0.9285714285714286,0.7222222222222222,0.8125
tier 4,possession with intent to distribute fentanyl,XGBoost,Train,0.9996475770925111,0.5,2,0.0003524229074889868,1.0,0.0,0.0
tier 4,possession with intent to distribute fentanyl,XGBoost,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 4,phishing,XGBoost,Train,0.9998237885462555,0.9166666666666667,6,0.0010572687224669603,1.0,0.8333333333333334,0.9090909090909091
tier 4,phishing,XGBoost,Validation,0.9984202211690363,0.625,4,0.00210637177461822,1.0,0.25,0.4
tier 4,theft crimes,XGBoost,Train,0.9991189427312775,0.9458572620154742,37,0.006519823788546255,0.9705882352941176,0.8918918918918919,0.9295774647887324
tier 4,theft crimes,XGBoost,Validation,0.9973670352817272,0.8494706193753309,10,0.0052659294365455505,0.7777777777777778,0.7,0.7368421052631579
tier 4,kickback scheme (non-financial),XGBoost,Train,0.9998237885462555,0.875,4,0.0007048458149779736,1.0,0.75,0.8571428571428571
tier 4,kickback scheme (non-financial),XGBoost,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 4,illegal gambling,XGBoost,Train,0.999295154185022,0.9917962076729006,63,0.011101321585903084,0.9538461538461539,0.9841269841269841,0.96875
tier 4,illegal gambling,XGBoost,Validation,0.995260663507109,0.8515847578347578,27,0.014218009478672985,0.95,0.7037037037037037,0.8085106382978723
tier 4,wildlife crimes,XGBoost,Train,1.0,1.0,20,0.003524229074889868,1.0,1.0,1.0
tier 4,wildlife crimes,XGBoost,Validation,0.9984202211690363,0.8744722955145119,4,0.00210637177461822,0.6,0.75,0.6666666666666666
tier 4,weapons trafficking,XGBoost,Train,0.9998237885462555,0.95,10,0.001762114537444934,1.0,0.9,0.9473684210526315
tier 4,weapons trafficking,XGBoost,Validation,0.9989468141126909,0.7497364259356879,2,0.00105318588730911,0.5,0.5,0.5
tier 4,malware,XGBoost,Train,0.9996475770925111,0.9799115044247787,25,0.004405286343612335,0.96,0.96,0.96
tier 4,malware,XGBoost,Validation,0.9989468141126909,0.9994714587737843,7,0.003686150605581885,0.7777777777777778,1.0,0.875
tier 4,manslaughter,XGBoost,Train,0.9994713656387665,0.9932424493095572,76,0.013392070484581497,0.974025974025974,0.9868421052631579,0.9803921568627451
tier 4,manslaughter,XGBoost,Validation,0.9989468141126909,0.9655172413793103,29,0.015271195365982097,1.0,0.9310344827586207,0.9642857142857143
tier 4,child abuse and neglect,XGBoost,Train,0.9998237885462555,0.9761904761904762,21,0.0037004405286343613,1.0,0.9523809523809523,0.975609756097561
tier 4,child abuse and neglect,XGBoost,Validation,0.9989468141126909,0.75,4,0.00210637177461822,1.0,0.5,0.6666666666666666
tier 4,fraudulent/counterfeit goods,XGBoost,Train,0.9998237885462555,0.9666666666666667,15,0.0026431718061674008,1.0,0.9333333333333333,0.9655172413793104
tier 4,fraudulent/counterfeit goods,XGBoost,Validation,0.9968404423380727,0.6242084432717679,4,0.00210637177461822,0.25,0.25,0.25
tier 4,drug smuggling,XGBoost,Train,0.9998237885462555,0.9375,8,0.0014096916299559472,1.0,0.875,0.9333333333333333
tier 4,drug smuggling,XGBoost,Validation,1.0,1.0,1,0.000526592943654555,1.0,1.0,1.0
tier 4,bribery (financial) of a public official,XGBoost,Train,1.0,1.0,24,0.004229074889867841,1.0,1.0,1.0
tier 4,bribery (financial) of a public official,XGBoost,Validation,0.995260663507109,0.6242067689053411,8,0.00421274354923644,0.4,0.25,0.3076923076923077
tier 4,international organized crime,XGBoost,Train,1.0,1.0,7,0.0012334801762114538,1.0,1.0,1.0
tier 4,international organized crime,XGBoost,Validation,0.9978936282253817,0.6666666666666666,6,0.00315955766192733,1.0,0.3333333333333333,0.5
tier 4,extortion by officers or employees of the us,XGBoost,Train,1.0,1.0,2,0.0003524229074889868,1.0,1.0,1.0
tier 4,extortion by officers or employees of the us,XGBoost,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 4,stalking,XGBoost,Train,0.9998237885462555,0.9955357142857143,112,0.01973568281938326,1.0,0.9910714285714286,0.9955156950672646
tier 4,stalking,XGBoost,Validation,0.9973670352817272,0.9861042183622829,39,0.020537124802527645,0.9047619047619048,0.9743589743589743,0.9382716049382716
tier 4,burglary,XGBoost,Train,0.9994713656387665,0.9705882352941176,51,0.008986784140969163,1.0,0.9411764705882353,0.9696969696969697
tier 4,burglary,XGBoost,Validation,0.9957872564507636,0.7497347480106101,14,0.00737230121116377,0.875,0.5,0.6363636363636364
tier 4,theft of government funds,XGBoost,Train,1.0,1.0,11,0.0019383259911894273,1.0,1.0,1.0
tier 4,theft of government funds,XGBoost,Validation,0.9989468141126909,0.75,4,0.00210637177461822,1.0,0.5,0.6666666666666666
tier 4,wire fraud,XGBoost,Train,1.0,1.0,209,0.03682819383259912,1.0,1.0,1.0
tier 4,wire fraud,XGBoost,Validation,0.9889415481832543,0.9536436342342898,71,0.03738809899947341,0.8125,0.9154929577464789,0.8609271523178808
tier 4,domestic terrorism,XGBoost,Train,0.9996475770925111,0.9,10,0.001762114537444934,1.0,0.8,0.8888888888888888
tier 4,domestic terrorism,XGBoost,Validation,0.9978936282253817,0.5,4,0.00210637177461822,1.0,0.0,0.0
tier 4,probation violation,XGBoost,Train,0.9996475770925111,0.9166666666666667,12,0.0021145374449339205,1.0,0.8333333333333334,0.9090909090909091
tier 4,probation violation,XGBoost,Validation,0.9978936282253817,0.6997360084477297,5,0.0026329647182727752,0.6666666666666666,0.4,0.5
tier 4,involuntary manslaughter,XGBoost,Train,0.9998237885462555,0.9999111427048161,48,0.008458149779735682,0.9795918367346939,1.0,0.9896907216494846
tier 4,involuntary manslaughter,XGBoost,Validation,0.9989468141126909,0.9166666666666667,12,0.00631911532385466,1.0,0.8333333333333334,0.9090909090909091
tier 4,criminal threats,XGBoost,Train,0.9998237885462555,0.9285714285714286,7,0.0012334801762114538,1.0,0.8571428571428571,0.9230769230769231
tier 4,criminal threats,XGBoost,Validation,0.9989468141126909,0.5,2,0.00105318588730911,1.0,0.0,0.0
tier 4,tampering with records,XGBoost,Train,0.9998237885462555,0.5,1,0.0001762114537444934,1.0,0.0,0.0
tier 4,tampering with records,XGBoost,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 4,assault with a special victim,XGBoost,Train,0.9998237885462555,0.9920634920634921,63,0.011101321585903084,1.0,0.9841269841269841,0.992
tier 4,assault with a special victim,XGBoost,Validation,0.9936808846761453,0.8322666666666666,24,0.01263823064770932,0.8,0.6666666666666666,0.7272727272727273
tier 4,animal neglect,XGBoost,Train,0.9991189427312775,0.9332447593740774,30,0.0052863436123348016,0.9629629629629629,0.8666666666666667,0.9122807017543859
tier 4,animal neglect,XGBoost,Validation,0.995260663507109,0.6664016958134604,12,0.00631911532385466,0.8,0.3333333333333333,0.47058823529411764
tier 4,sexual assault,XGBoost,Train,0.9998237885462555,0.9891304347826086,46,0.008105726872246696,1.0,0.9782608695652174,0.989010989010989
tier 4,sexual assault,XGBoost,Validation,0.9973670352817272,0.8994692144373673,15,0.007898894154818325,0.8571428571428571,0.8,0.8275862068965517
tier 4,bank robbery,XGBoost,Train,0.9998237885462555,0.9166666666666667,6,0.0010572687224669603,1.0,0.8333333333333334,0.9090909090909091
tier 4,bank robbery,XGBoost,Validation,0.9984202211690363,0.5,3,0.001579778830963665,1.0,0.0,0.0
tier 4,violent crimes,XGBoost,Train,0.9996475770925111,0.8,5,0.000881057268722467,1.0,0.6,0.75
tier 4,violent crimes,XGBoost,Validation,0.9989468141126909,0.5,2,0.00105318588730911,1.0,0.0,0.0
tier 4,violation of the false claims act,XGBoost,Train,1.0,1.0,53,0.00933920704845815,1.0,1.0,1.0
tier 4,violation of the false claims act,XGBoost,Validation,0.9915745129015271,0.6661341853035143,21,0.011058451816745656,0.7777777777777778,0.3333333333333333,0.4666666666666667
tier 4,resisting arrest,XGBoost,Train,0.9998237885462555,0.9864864864864865,37,0.006519823788546255,1.0,0.972972972972973,0.9863013698630136
tier 4,resisting arrest,XGBoost,Validation,0.9994734070563455,0.9583333333333333,12,0.00631911532385466,1.0,0.9166666666666666,0.9565217391304348
tier 4,assault with deadly weapon,XGBoost,Train,0.9996475770925111,0.9544571777092964,11,0.0019383259911894273,0.9090909090909091,0.9090909090909091,0.9090909090909091
tier 4,assault with deadly weapon,XGBoost,Validation,0.9968404423380727,0.8117067689053411,8,0.00421274354923644,0.625,0.625,0.625
tier 4,sex trafficking,XGBoost,Train,0.9998237885462555,0.9895833333333333,48,0.008458149779735682,1.0,0.9791666666666666,0.9894736842105263
tier 4,sex trafficking,XGBoost,Validation,0.9947340705634544,0.7641745327248859,17,0.008952080042127435,0.8181818181818182,0.5294117647058824,0.6428571428571429
tier 4,transportation of terrorists,XGBoost,Train,0.9998237885462555,0.5,1,0.0001762114537444934,1.0,0.0,0.0
tier 4,transportation of terrorists,XGBoost,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 4,vehicle burglary,XGBoost,Train,1.0,1.0,27,0.004757709251101322,1.0,1.0,1.0
tier 4,vehicle burglary,XGBoost,Validation,0.9984202211690363,0.625,4,0.00210637177461822,1.0,0.25,0.4
tier 4,illegal possession of firearms,XGBoost,Train,1.0,1.0,47,0.00828193832599119,1.0,1.0,1.0
tier 4,illegal possession of firearms,XGBoost,Validation,0.9926276987888363,0.7486709197235514,18,0.009478672985781991,0.6428571428571429,0.5,0.5625
tier 4,financial abuse,XGBoost,Train,1.0,1.0,28,0.004933920704845815,1.0,1.0,1.0
tier 4,financial abuse,XGBoost,Validation,0.9957872564507636,0.7494700582935876,12,0.00631911532385466,0.75,0.5,0.6
tier 4,false statement on a record of a gun purchase,XGBoost,Train,1.0,1.0,16,0.0028193832599118945,1.0,1.0,1.0
tier 4,false statement on a record of a gun purchase,XGBoost,Validation,0.9957872564507636,0.7214285714285714,9,0.004739336492890996,0.5714285714285714,0.4444444444444444,0.5
tier 4,trafficking in fraudulent goods,XGBoost,Train,0.9998237885462555,0.9375,8,0.0014096916299559472,1.0,0.875,0.9333333333333333
tier 4,trafficking in fraudulent goods,XGBoost,Validation,0.9968404423380727,0.4997360084477297,5,0.0026329647182727752,0.0,0.0,0.0
tier 4,providing material support to terrorists,XGBoost,Train,1.0,1.0,99,0.017444933920704845,1.0,1.0,1.0
tier 4,providing material support to terrorists,XGBoost,Validation,0.9936808846761453,0.8381743455135732,31,0.016324381253291206,0.9130434782608695,0.6774193548387096,0.7777777777777778
tier 4,shoplifting,XGBoost,Train,0.9996475770925111,0.9958333333333333,240,0.04229074889867841,1.0,0.9916666666666667,0.99581589958159
tier 4,shoplifting,XGBoost,Validation,0.9968404423380727,0.973135664174149,76,0.040021063717746184,0.972972972972973,0.9473684210526315,0.96
tier 4,illegal fishing,XGBoost,Train,1.0,1.0,56,0.00986784140969163,1.0,1.0,1.0
tier 4,illegal fishing,XGBoost,Validation,0.9963138493944181,0.8157894736842105,19,0.010005265929436546,1.0,0.631578947368421,0.7741935483870968
tier 4,reckless driving,XGBoost,Train,0.9998237885462555,0.9285714285714286,7,0.0012334801762114538,1.0,0.8571428571428571,0.9230769230769231
tier 4,reckless driving,XGBoost,Validation,0.9989468141126909,0.6666666666666666,3,0.001579778830963665,1.0,0.3333333333333333,0.5
tier 4,hit and run,XGBoost,Train,0.9998237885462555,0.9,5,0.000881057268722467,1.0,0.8,0.8888888888888888
tier 4,hit and run,XGBoost,Validation,0.9994734070563455,0.75,2,0.00105318588730911,1.0,0.5,0.6666666666666666
tier 4,possessing stolen property,XGBoost,Train,0.9998237885462555,0.9999114103472714,31,0.005462555066079295,0.96875,1.0,0.9841269841269841
tier 4,possessing stolen property,XGBoost,Validation,1.0,1.0,4,0.00210637177461822,1.0,1.0,1.0
tier 4,honest services wire fraud,XGBoost,Train,1.0,1.0,10,0.001762114537444934,1.0,1.0,1.0
tier 4,honest services wire fraud,XGBoost,Validation,0.9994734070563455,0.9,5,0.0026329647182727752,1.0,0.8,0.8888888888888888
tier 4,aggravated identity theft,XGBoost,Train,1.0,1.0,62,0.01092511013215859,1.0,1.0,1.0
tier 4,aggravated identity theft,XGBoost,Validation,0.989468141126909,0.7796431440814141,32,0.01685097419694576,0.75,0.5625,0.6428571428571429
tier 4,vandalism,XGBoost,Train,0.9998237885462555,0.9722222222222222,18,0.003171806167400881,1.0,0.9444444444444444,0.9714285714285714
tier 4,vandalism,XGBoost,Validation,0.995260663507109,0.6494706193753309,10,0.0052659294365455505,0.6,0.3,0.4
tier 4,possession of a firearm in furtherance of drug trafficking,XGBoost,Train,0.9998237885462555,0.9999117543240381,9,0.0015859030837004405,0.9,1.0,0.9473684210526315
tier 4,possession of a firearm in furtherance of drug trafficking,XGBoost,Validation,1.0,1.0,2,0.00105318588730911,1.0,1.0,1.0
tier 4,healthcare fraud,XGBoost,Train,0.9996475770925111,0.9736842105263157,38,0.006696035242290749,1.0,0.9473684210526315,0.972972972972973
tier 4,healthcare fraud,XGBoost,Validation,0.9931542917324908,0.7489367357788411,18,0.009478672985781991,0.6923076923076923,0.5,0.5806451612903226
tier 4,aggravated kidnapping,XGBoost,Train,0.9996475770925111,0.8571428571428572,7,0.0012334801762114538,1.0,0.7142857142857143,0.8333333333333334
tier 4,aggravated kidnapping,XGBoost,Validation,0.9978936282253817,0.5,4,0.00210637177461822,1.0,0.0,0.0
tier 4,fugitives from justice,XGBoost,Train,0.9998237885462555,0.9166666666666667,6,0.0010572687224669603,1.0,0.8333333333333334,0.9090909090909091
tier 4,fugitives from justice,XGBoost,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 4,animal cruelty,XGBoost,Train,0.998590308370044,0.9905835229073436,221,0.03894273127753304,0.9819004524886877,0.9819004524886877,0.9819004524886877
tier 4,animal cruelty,XGBoost,Validation,0.9915745129015271,0.9488910741566721,62,0.03264876250658241,0.8484848484848485,0.9032258064516129,0.875
tier 4,obstructing witnesses and evidence,XGBoost,Train,0.9998237885462555,0.9166666666666667,6,0.0010572687224669603,1.0,0.8333333333333334,0.9090909090909091
tier 4,obstructing witnesses and evidence,XGBoost,Validation,0.9989468141126909,0.6666666666666666,3,0.001579778830963665,1.0,0.3333333333333333,0.5
tier 4,demand for ransom money,XGBoost,Train,0.9996475770925111,0.9,10,0.001762114537444934,1.0,0.8,0.8888888888888888
tier 4,demand for ransom money,XGBoost,Validation,0.9984202211690363,0.6664029535864978,3,0.001579778830963665,0.5,0.3333333333333333,0.4
tier 4,honest services mail fraud,XGBoost,Train,1.0,1.0,4,0.0007048458149779736,1.0,1.0,1.0
tier 4,honest services mail fraud,XGBoost,Validation,1.0,1.0,1,0.000526592943654555,1.0,1.0,1.0
tier 4,hate crime acts,XGBoost,Train,0.9996475770925111,0.9545454545454546,22,0.0038766519823788545,1.0,0.9090909090909091,0.9523809523809523
tier 4,hate crime acts,XGBoost,Validation,0.9957872564507636,0.610846560846561,9,0.004739336492890996,0.6666666666666666,0.2222222222222222,0.3333333333333333
tier 4,kidnapping,XGBoost,Train,0.9996475770925111,0.9696969696969697,33,0.005814977973568282,1.0,0.9393939393939394,0.96875
tier 4,kidnapping,XGBoost,Validation,0.9921011058451816,0.5376662044212415,13,0.006845708267509215,0.25,0.07692307692307693,0.11764705882352941
tier 4,dogfighting,XGBoost,Train,1.0,1.0,23,0.004052863436123348,1.0,1.0,1.0
tier 4,dogfighting,XGBoost,Validation,0.9973670352817272,0.6244722955145119,4,0.00210637177461822,0.3333333333333333,0.25,0.2857142857142857
tier 4,check fraud,XGBoost,Train,0.9998237885462555,0.9848484848484849,33,0.005814977973568282,1.0,0.9696969696969697,0.9846153846153847
tier 4,check fraud,XGBoost,Validation,0.9947340705634544,0.6492059290629962,10,0.0052659294365455505,0.5,0.3,0.375
tier 4,receiving stolen property,XGBoost,Train,1.0,1.0,81,0.014273127753303964,1.0,1.0,1.0
tier 4,receiving stolen property,XGBoost,Validation,0.9984202211690363,0.9580666666666666,24,0.01263823064770932,0.9565217391304348,0.9166666666666666,0.9361702127659575
tier 4,blackmail,XGBoost,Train,0.9991189427312775,0.868421052631579,19,0.0033480176211453743,1.0,0.7368421052631579,0.8484848484848485
tier 4,blackmail,XGBoost,Validation,0.9984202211690363,0.8330692023243529,6,0.00315955766192733,0.8,0.6666666666666666,0.7272727272727273
tier 4,distribution of controlled substances,XGBoost,Train,0.9998237885462555,0.9886363636363636,44,0.007753303964757709,1.0,0.9772727272727273,0.9885057471264368
tier 4,distribution of controlled substances,XGBoost,Validation,0.9910479199578726,0.575,20,0.010531858873091101,1.0,0.15,0.2608695652173913
tier 4,deed fraud,XGBoost,Train,0.9998237885462555,0.5,1,0.0001762114537444934,1.0,0.0,0.0
tier 4,deed fraud,XGBoost,Validation,0.9989468141126909,0.5,2,0.00105318588730911,1.0,0.0,0.0
tier 4,bribery (financial) of foreign officials,XGBoost,Train,1.0,1.0,10,0.001762114537444934,1.0,1.0,1.0
tier 4,bribery (financial) of foreign officials,XGBoost,Validation,0.9984202211690363,0.7,5,0.0026329647182727752,1.0,0.4,0.5714285714285714
tier 4,bid rigging,XGBoost,Train,0.9996475770925111,0.5,2,0.0003524229074889868,1.0,0.0,0.0
tier 4,bid rigging,XGBoost,Validation,0.9968404423380727,0.5,6,0.00315955766192733,1.0,0.0,0.0
tier 4,child abduction,XGBoost,Train,1.0,1.0,39,0.006872246696035243,1.0,1.0,1.0
tier 4,child abduction,XGBoost,Validation,0.9936808846761453,0.5414016958134605,12,0.00631911532385466,0.5,0.08333333333333333,0.14285714285714285
tier 4,false personation,XGBoost,Train,0.9996475770925111,0.6666666666666666,3,0.0005286343612334801,1.0,0.3333333333333333,0.5
tier 4,false personation,XGBoost,Validation,0.9989468141126909,0.5,2,0.00105318588730911,1.0,0.0,0.0
tier 4,cybercrime-related theft of trade secrets,XGBoost,Train,0.9998237885462555,0.5,1,0.0001762114537444934,1.0,0.0,0.0
tier 4,cybercrime-related theft of trade secrets,XGBoost,Validation,0.9989468141126909,0.5,2,0.00105318588730911,1.0,0.0,0.0
tier 5,forced labor,Decision Tree,Train,1.0,1.0,2,0.0003524229074889868,1.0,1.0,1.0
tier 5,forced labor,Decision Tree,Validation,0.9978936282253817,0.49947285187137586,2,0.00105318588730911,0.0,0.0,0.0
tier 5,uttering counterfeit obligations or securities,Decision Tree,Train,1.0,1.0,14,0.0024669603524229075,1.0,1.0,1.0
tier 5,uttering counterfeit obligations or securities,Decision Tree,Validation,0.9994734070563455,0.9997361477572559,4,0.00210637177461822,0.8,1.0,0.8888888888888888
tier 5,financial crimes,Decision Tree,Train,1.0,1.0,1,0.0001762114537444934,1.0,1.0,1.0
tier 5,financial crimes,Decision Tree,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 5,battery,Decision Tree,Train,1.0,1.0,13,0.0022907488986784142,1.0,1.0,1.0
tier 5,battery,Decision Tree,Validation,0.9978936282253817,0.7994720168954594,5,0.0026329647182727752,0.6,0.6,0.6
tier 5,aggravated assault/battery,Decision Tree,Train,1.0,1.0,89,0.01568281938325991,1.0,1.0,1.0
tier 5,aggravated assault/battery,Decision Tree,Validation,0.9457609268035808,0.8906333870101986,36,0.018957345971563982,0.23622047244094488,0.8333333333333334,0.36809815950920244
tier 5,bribery,Decision Tree,Train,0.9996475770925111,0.9832447593740774,30,0.0052863436123348016,0.9666666666666667,0.9666666666666667,0.9666666666666667
tier 5,bribery,Decision Tree,Validation,0.9931542917324908,0.6484118581259927,10,0.0052659294365455505,0.3333333333333333,0.3,0.3157894736842105
tier 5,illegally prescribing controlled substances,Decision Tree,Train,1.0,1.0,7,0.0012334801762114538,1.0,1.0,1.0
tier 5,illegally prescribing controlled substances,Decision Tree,Validation,0.9989468141126909,0.49973656480505796,1,0.000526592943654555,0.0,0.0,0.0
tier 5,petty theft,Decision Tree,Train,0.9980616740088105,0.9863224660590885,263,0.04634361233480176,0.9846153846153847,0.973384030418251,0.9789674952198852
tier 5,petty theft,Decision Tree,Validation,0.9831490258030542,0.9114497528830313,78,0.04107424960505529,0.7738095238095238,0.8333333333333334,0.8024691358024691
tier 5,grand theft,Decision Tree,Train,0.9994713656387665,0.9903881650926616,53,0.00933920704845815,0.9629629629629629,0.9811320754716981,0.9719626168224299
tier 5,grand theft,Decision Tree,Validation,0.9915745129015271,0.7206273258904838,18,0.009478672985781991,0.5714285714285714,0.4444444444444444,0.5
tier 5,sextortion,Decision Tree,Train,0.999295154185022,0.9047619047619048,21,0.0037004405286343613,1.0,0.8095238095238095,0.8947368421052632
tier 5,sextortion,Decision Tree,Validation,0.995260663507109,0.7484152139461172,6,0.00315955766192733,0.3333333333333333,0.5,0.4
tier 5,cyber theft,Decision Tree,Train,1.0,1.0,4,0.0007048458149779736,1.0,1.0,1.0
tier 5,cyber theft,Decision Tree,Validation,1.0,1.0,1,0.000526592943654555,1.0,1.0,1.0
tier 5,child neglect/endangerment,Decision Tree,Train,0.9998237885462555,0.9999118165784833,5,0.000881057268722467,0.8333333333333334,1.0,0.9090909090909091
tier 5,child neglect/endangerment,Decision Tree,Validation,0.9984202211690363,0.8328059071729957,3,0.001579778830963665,0.5,0.6666666666666666,0.5714285714285714
tier 5,homicide,Decision Tree,Train,1.0,1.0,8,0.0014096916299559472,1.0,1.0,1.0
tier 5,homicide,Decision Tree,Validation,0.9978936282253817,0.49973628691983124,3,0.001579778830963665,0.0,0.0,0.0
tier 5,public intoxication,Decision Tree,Train,0.9998237885462555,0.9905660377358491,53,0.00933920704845815,1.0,0.9811320754716981,0.9904761904761905
tier 5,public intoxication,Decision Tree,Validation,0.9915745129015271,0.7078000000000001,24,0.01263823064770932,0.8333333333333334,0.4166666666666667,0.5555555555555556
tier 5,indecent exposure,Decision Tree,Train,1.0,1.0,3,0.0005286343612334801,1.0,1.0,1.0
tier 5,indecent exposure,Decision Tree,Validation,0.9984202211690363,0.4994731296101159,1,0.000526592943654555,0.0,0.0,0.0
tier 5,armed robbery,Decision Tree,Train,0.9998237885462555,0.9880952380952381,42,0.0074008810572687225,1.0,0.9761904761904762,0.9879518072289156
tier 5,armed robbery,Decision Tree,Validation,0.9963138493944181,0.8489412387506617,10,0.0052659294365455505,0.6363636363636364,0.7,0.6666666666666666
tier 5,terroristic threats,Decision Tree,Train,0.9998237885462555,0.9,5,0.000881057268722467,1.0,0.8,0.8888888888888888
tier 5,terroristic threats,Decision Tree,Validation,0.9978936282253817,0.4992096944151739,1,0.000526592943654555,0.0,0.0,0.0
tier 5,loan fraud,Decision Tree,Train,1.0,1.0,1,0.0001762114537444934,1.0,1.0,1.0
tier 5,loan fraud,Decision Tree,Validation,0.9978936282253817,0.49947285187137586,2,0.00105318588730911,0.0,0.0,0.0
tier 5,trafficking in firearms,Decision Tree,Train,0.9998237885462555,0.9926470588235294,68,0.011982378854625551,1.0,0.9852941176470589,0.9925925925925926
