Tier,Topic,Model,Dataset,Accuracy,ROC AUC,Positive Samples,Positive Ratio,Precision,Recall,F1 Score
tier 4,traffic crimes,Decision Tree,Train,1.0,1.0,3,0.0005286343612334801,1.0,1.0,1.0
tier 4,traffic crimes,Decision Tree,Validation,0.9978936282253817,0.49973628691983124,3,0.001579778830963665,0.0,0.0,0.0
tier 4,domestic violence assault,Decision Tree,Train,1.0,1.0,82,0.014449339207048459,1.0,1.0,1.0
tier 4,domestic violence assault,Decision Tree,Validation,0.9947340705634544,0.9269680079407497,28,0.01474460242232754,0.8,0.8571428571428571,0.8275862068965517
tier 4,disturbing the peace,Decision Tree,Train,0.9998237885462555,0.9861111111111112,36,0.006343612334801762,1.0,0.9722222222222222,0.9859154929577465
tier 4,disturbing the peace,Decision Tree,Validation,0.9957872564507636,0.7687005465372378,13,0.006845708267509215,0.7777777777777778,0.5384615384615384,0.6363636363636364
tier 4,trafficking in marijuana,Decision Tree,Train,1.0,1.0,1,0.0001762114537444934,1.0,1.0,1.0
tier 4,trafficking in marijuana,Decision Tree,Validation,0.9989468141126909,0.49973656480505796,1,0.000526592943654555,0.0,0.0,0.0
tier 4,sexual abuse (adult),Decision Tree,Train,1.0,1.0,7,0.0012334801762114538,1.0,1.0,1.0
tier 4,sexual abuse (adult),Decision Tree,Validation,0.9984202211690363,0.9992088607594937,3,0.001579778830963665,0.5,1.0,0.6666666666666666
tier 4,discharge of a firearm during and in relation to a crime of violence,Decision Tree,Train,0.999295154185022,0.95,40,0.007048458149779736,1.0,0.9,0.9473684210526315
tier 4,discharge of a firearm during and in relation to a crime of violence,Decision Tree,Validation,0.9921011058451816,0.6642857142857143,9,0.004739336492890996,0.25,0.3333333333333333,0.2857142857142857
tier 4,malicious/criminal mischief,Decision Tree,Train,0.9987665198237885,0.7666666666666666,15,0.0026431718061674008,1.0,0.5333333333333333,0.6956521739130435
tier 4,malicious/criminal mischief,Decision Tree,Validation,0.9957872564507636,0.4994717379820391,6,0.00315955766192733,0.0,0.0,0.0
tier 4,international terrorism,Decision Tree,Train,0.9998237885462555,0.9545454545454546,11,0.0019383259911894273,1.0,0.9090909090909091,0.9523809523809523
tier 4,international terrorism,Decision Tree,Validation,0.9978936282253817,0.7494722955145119,4,0.00210637177461822,0.5,0.5,0.5
tier 4,fraud in connection with identification documents,Decision Tree,Train,1.0,1.0,11,0.0019383259911894273,1.0,1.0,1.0
tier 4,fraud in connection with identification documents,Decision Tree,Validation,0.9978936282253817,0.666139240506329,3,0.001579778830963665,0.3333333333333333,0.3333333333333333,0.3333333333333333
tier 4,trafficking in narcotics,Decision Tree,Train,1.0,1.0,4,0.0007048458149779736,1.0,1.0,1.0
tier 4,trafficking in narcotics,Decision Tree,Validation,0.9978936282253817,0.49973628691983124,3,0.001579778830963665,0.0,0.0,0.0
tier 4,parental kidnapping,Decision Tree,Train,1.0,1.0,3,0.0005286343612334801,1.0,1.0,1.0
tier 4,parental kidnapping,Decision Tree,Validation,0.9994734070563455,0.75,2,0.00105318588730911,1.0,0.5,0.6666666666666666
tier 4,forgery,Decision Tree,Train,1.0,1.0,75,0.013215859030837005,1.0,1.0,1.0
tier 4,forgery,Decision Tree,Validation,0.9947340705634544,0.8734067976633033,16,0.00842548709847288,0.6666666666666666,0.75,0.7058823529411765
tier 4,forcible rape,Decision Tree,Train,0.9998237885462555,0.9583333333333333,12,0.0021145374449339205,1.0,0.9166666666666666,0.9565217391304348
tier 4,forcible rape,Decision Tree,Validation,0.9978936282253817,0.8742084432717678,4,0.00210637177461822,0.5,0.75,0.6
tier 4,dealing in stolen property,Decision Tree,Train,1.0,1.0,4,0.0007048458149779736,1.0,1.0,1.0
tier 4,dealing in stolen property,Decision Tree,Validation,0.9968404423380727,0.49920886075949367,3,0.001579778830963665,0.0,0.0,0.0
tier 4,knowingly possess or manufacture an illegal firearm,Decision Tree,Train,1.0,1.0,12,0.0021145374449339205,1.0,1.0,1.0
tier 4,knowingly possess or manufacture an illegal firearm,Decision Tree,Validation,0.9994734070563455,0.9375,8,0.00421274354923644,1.0,0.875,0.9333333333333333
tier 4,antitrust,Decision Tree,Train,1.0,1.0,1,0.0001762114537444934,1.0,1.0,1.0
tier 4,antitrust,Decision Tree,Validation,1.0,1.0,1,0.000526592943654555,1.0,1.0,1.0
tier 4,election bribery,Decision Tree,Train,1.0,1.0,6,0.0010572687224669603,1.0,1.0,1.0
tier 4,election bribery,Decision Tree,Validation,0.9973670352817272,0.7489457037427517,2,0.00105318588730911,0.2,0.5,0.2857142857142857
tier 4,drug manufacturing,Decision Tree,Train,1.0,1.0,4,0.0007048458149779736,1.0,1.0,1.0
tier 4,drug manufacturing,Decision Tree,Validation,0.9994734070563455,0.75,2,0.00105318588730911,1.0,0.5,0.6666666666666666
tier 4,bribery (financial),Decision Tree,Train,1.0,1.0,33,0.005814977973568282,1.0,1.0,1.0
tier 4,bribery (financial),Decision Tree,Validation,0.9910479199578726,0.7623148090266925,17,0.008952080042127435,0.5,0.5294117647058824,0.5142857142857142
tier 4,making false statements to a financial institution,Decision Tree,Train,1.0,1.0,8,0.0014096916299559472,1.0,1.0,1.0
tier 4,making false statements to a financial institution,Decision Tree,Validation,0.9968404423380727,0.49920886075949367,3,0.001579778830963665,0.0,0.0,0.0
tier 4,cyberespionage,Decision Tree,Train,1.0,1.0,14,0.0024669603524229075,1.0,1.0,1.0
tier 4,cyberespionage,Decision Tree,Validation,0.9957872564507636,0.6236807387862797,4,0.00210637177461822,0.16666666666666666,0.25,0.2
tier 4,hostage taking,Decision Tree,Train,1.0,1.0,32,0.005638766519823789,1.0,1.0,1.0
tier 4,hostage taking,Decision Tree,Validation,0.9968404423380727,0.9361779481755685,8,0.00421274354923644,0.5833333333333334,0.875,0.7
tier 4,assault,Decision Tree,Train,1.0,1.0,49,0.008634361233480176,1.0,1.0,1.0
tier 4,assault,Decision Tree,Validation,0.989468141126909,0.7465517241379309,14,0.00737230121116377,0.35,0.5,0.4117647058823529
tier 4,robbery,Decision Tree,Train,0.9998237885462555,0.9999106185198428,81,0.014273127753303964,0.9878048780487805,1.0,0.9938650306748467
tier 4,robbery,Decision Tree,Validation,0.9957872564507636,0.9129909644108427,29,0.015271195365982097,0.8888888888888888,0.8275862068965517,0.8571428571428571
tier 4,bankruptcy fraud,Decision Tree,Train,1.0,1.0,7,0.0012334801762114538,1.0,1.0,1.0
tier 4,bankruptcy fraud,Decision Tree,Validation,1.0,1.0,1,0.000526592943654555,1.0,1.0,1.0
tier 4,mail fraud,Decision Tree,Train,1.0,1.0,78,0.013744493392070485,1.0,1.0,1.0
tier 4,mail fraud,Decision Tree,Validation,0.9942074776197999,0.8782408261110086,29,0.015271195365982097,0.8461538461538461,0.7586206896551724,0.8
tier 4,forgery of passport,Decision Tree,Train,1.0,1.0,3,0.0005286343612334801,1.0,1.0,1.0
tier 4,forgery of passport,Decision Tree,Validation,0.9994734070563455,0.75,2,0.00105318588730911,1.0,0.5,0.6666666666666666
tier 4,cybercrime,Decision Tree,Train,1.0,1.0,6,0.0010572687224669603,1.0,1.0,1.0
tier 4,cybercrime,Decision Tree,Validation,0.9968404423380727,0.4989457037427517,2,0.00105318588730911,0.0,0.0,0.0
tier 4,theft of trade secrets,Decision Tree,Train,1.0,1.0,4,0.0007048458149779736,1.0,1.0,1.0
tier 4,theft of trade secrets,Decision Tree,Validation,0.9994734070563455,0.75,2,0.00105318588730911,1.0,0.5,0.6666666666666666
tier 4,insider trading,Decision Tree,Train,1.0,1.0,74,0.01303964757709251,1.0,1.0,1.0
tier 4,insider trading,Decision Tree,Validation,0.9978936282253817,0.9728863381858901,19,0.010005265929436546,0.8571428571428571,0.9473684210526315,0.9
tier 4,tampering with evidence,Decision Tree,Train,1.0,1.0,15,0.0026431718061674008,1.0,1.0,1.0
tier 4,tampering with evidence,Decision Tree,Validation,0.9994734070563455,0.9997357293868923,7,0.003686150605581885,0.875,1.0,0.9333333333333333
tier 4,possession of narcotics,Decision Tree,Train,0.9998237885462555,0.9166666666666667,6,0.0010572687224669603,1.0,0.8333333333333334,0.9090909090909091
tier 4,possession of narcotics,Decision Tree,Validation,0.9994734070563455,0.8333333333333333,3,0.001579778830963665,1.0,0.6666666666666666,0.8
tier 4,insurance fraud,Decision Tree,Train,1.0,1.0,21,0.0037004405286343613,1.0,1.0,1.0
tier 4,insurance fraud,Decision Tree,Validation,0.9947340705634544,0.783864391422531,7,0.003686150605581885,0.36363636363636365,0.5714285714285714,0.4444444444444444
tier 4,organized crime,Decision Tree,Train,1.0,1.0,4,0.0007048458149779736,1.0,1.0,1.0
tier 4,organized crime,Decision Tree,Validation,0.9978936282253817,0.49947285187137586,2,0.00105318588730911,0.0,0.0,0.0
tier 4,access devices fraud,Decision Tree,Train,1.0,1.0,42,0.0074008810572687225,1.0,1.0,1.0
tier 4,access devices fraud,Decision Tree,Validation,0.9936808846761453,0.8309523809523809,9,0.004739336492890996,0.4,0.6666666666666666,0.5
tier 4,obstructing federal officer or employee,Decision Tree,Train,1.0,1.0,4,0.0007048458149779736,1.0,1.0,1.0
tier 4,obstructing federal officer or employee,Decision Tree,Validation,0.9978936282253817,0.6247361477572559,4,0.00210637177461822,0.5,0.25,0.3333333333333333
tier 4,violation of the lacey act,Decision Tree,Train,1.0,1.0,14,0.0024669603524229075,1.0,1.0,1.0
tier 4,violation of the lacey act,Decision Tree,Validation,0.9973670352817272,0.7492084432717678,4,0.00210637177461822,0.4,0.5,0.4444444444444444
tier 4,larceny,Decision Tree,Train,0.997885462555066,0.9707317073170731,205,0.03612334801762115,1.0,0.9414634146341463,0.9698492462311558
tier 4,larceny,Decision Tree,Validation,0.9662980516061085,0.73258559622196,84,0.044233807266982623,0.6666666666666666,0.47619047619047616,0.5555555555555556
tier 4,serial murders,Decision Tree,Train,1.0,1.0,2,0.0003524229074889868,1.0,1.0,1.0
tier 4,serial murders,Decision Tree,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 4,driving with license suspended,Decision Tree,Train,1.0,1.0,12,0.0021145374449339205,1.0,1.0,1.0
tier 4,driving with license suspended,Decision Tree,Validation,0.989468141126909,0.7048887122416534,12,0.00631911532385466,0.2777777777777778,0.4166666666666667,0.3333333333333333
tier 4,accepting bribes (financial) as a governmental employee of the us,Decision Tree,Train,1.0,1.0,25,0.004405286343612335,1.0,1.0,1.0
tier 4,accepting bribes (financial) as a governmental employee of the us,Decision Tree,Validation,0.9963138493944181,0.5711643008154637,7,0.003686150605581885,0.5,0.14285714285714285,0.2222222222222222
tier 4,identity theft,Decision Tree,Train,1.0,1.0,15,0.0026431718061674008,1.0,1.0,1.0
tier 4,identity theft,Decision Tree,Validation,0.9973670352817272,0.4992092778070638,2,0.00105318588730911,0.0,0.0,0.0
tier 4,motor vehicle theft,Decision Tree,Train,0.9998237885462555,0.9933333333333334,75,0.013215859030837005,1.0,0.9866666666666667,0.9932885906040269
tier 4,motor vehicle theft,Decision Tree,Validation,0.9899947340705635,0.8190234404825532,28,0.01474460242232754,0.6666666666666666,0.6428571428571429,0.6545454545454545
tier 4,failure to appear on felony offense,Decision Tree,Train,1.0,1.0,18,0.003171806167400881,1.0,1.0,1.0
tier 4,failure to appear on felony offense,Decision Tree,Validation,0.995260663507109,0.997626582278481,3,0.001579778830963665,0.25,1.0,0.4
tier 4,terrorism,Decision Tree,Train,0.9996475770925111,0.9893617021276595,94,0.01656387665198238,1.0,0.9787234042553191,0.989247311827957
tier 4,terrorism,Decision Tree,Validation,0.9889415481832543,0.8254469068023568,32,0.01685097419694576,0.6774193548387096,0.65625,0.6666666666666666
tier 4,tampering with consumer products,Decision Tree,Train,1.0,1.0,3,0.0005286343612334801,1.0,1.0,1.0
tier 4,tampering with consumer products,Decision Tree,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 4,laundering money using the dark web,Decision Tree,Train,1.0,1.0,5,0.000881057268722467,1.0,1.0,1.0
tier 4,laundering money using the dark web,Decision Tree,Validation,0.9978936282253817,0.49973628691983124,3,0.001579778830963665,0.0,0.0,0.0
tier 4,cybercrime-related intellectual property theft,Decision Tree,Train,1.0,1.0,1,0.0001762114537444934,1.0,1.0,1.0
tier 4,cybercrime-related intellectual property theft,Decision Tree,Validation,0.9989468141126909,0.5,2,0.00105318588730911,1.0,0.0,0.0
tier 4,bank fraud,Decision Tree,Train,1.0,1.0,57,0.010044052863436124,1.0,1.0,1.0
tier 4,bank fraud,Decision Tree,Validation,0.9936808846761453,0.9074831920491085,33,0.017377567140600316,0.8181818181818182,0.8181818181818182,0.8181818181818182
tier 4,prostitution,Decision Tree,Train,1.0,1.0,30,0.0052863436123348016,1.0,1.0,1.0
tier 4,prostitution,Decision Tree,Validation,0.9947340705634544,0.6810236902927582,11,0.005792522380200105,0.5714285714285714,0.36363636363636365,0.4444444444444444
tier 4,election fraud,Decision Tree,Train,1.0,1.0,10,0.001762114537444934,1.0,1.0,1.0
tier 4,election fraud,Decision Tree,Validation,0.9968404423380727,0.9984185556141275,2,0.00105318588730911,0.25,1.0,0.4
tier 4,disorderly conduct,Decision Tree,Train,1.0,1.0,6,0.0010572687224669603,1.0,1.0,1.0
tier 4,disorderly conduct,Decision Tree,Validation,1.0,1.0,1,0.000526592943654555,1.0,1.0,1.0
tier 4,engaging in a continuing criminal enterprise,Decision Tree,Train,0.9994713656387665,0.8928571428571428,14,0.0024669603524229075,1.0,0.7857142857142857,0.88
tier 4,engaging in a continuing criminal enterprise,Decision Tree,Validation,0.9984202211690363,0.6664029535864978,3,0.001579778830963665,0.5,0.3333333333333333,0.4
tier 4,receiving military-type training from a foreign terrorist organization,Decision Tree,Train,0.9998237885462555,0.9285714285714286,7,0.0012334801762114538,1.0,0.8571428571428571,0.9230769230769231
tier 4,receiving military-type training from a foreign terrorist organization,Decision Tree,Validation,0.9989468141126909,0.9994728518713758,2,0.00105318588730911,0.5,1.0,0.6666666666666666
tier 4,drug crimes,Decision Tree,Train,1.0,1.0,8,0.0014096916299559472,1.0,1.0,1.0
tier 4,drug crimes,Decision Tree,Validation,0.9978936282253817,0.7492092778070638,2,0.00105318588730911,0.25,0.5,0.3333333333333333
tier 4,dui/dwi,Decision Tree,Train,0.9998237885462555,0.9901960784313726,51,0.008986784140969163,1.0,0.9803921568627451,0.9900990099009901
tier 4,dui/dwi,Decision Tree,Validation,0.9899947340705635,0.7344484882418812,19,0.010005265929436546,0.5,0.47368421052631576,0.4864864864864865
tier 4,violating the clean air act,Decision Tree,Train,1.0,1.0,3,0.0005286343612334801,1.0,1.0,1.0
tier 4,violating the clean air act,Decision Tree,Validation,1.0,1.0,1,0.000526592943654555,1.0,1.0,1.0
tier 4,making extortionate extensions of credit,Decision Tree,Train,0.9998237885462555,0.9999117698958885,8,0.0014096916299559472,0.8888888888888888,1.0,0.9411764705882353
tier 4,making extortionate extensions of credit,Decision Tree,Validation,1.0,1.0,1,0.000526592943654555,1.0,1.0,1.0
tier 4,illegal dumping,Decision Tree,Train,1.0,1.0,35,0.006167400881057269,1.0,1.0,1.0
tier 4,illegal dumping,Decision Tree,Validation,1.0,1.0,10,0.0052659294365455505,1.0,1.0,1.0
tier 4,environmental crimes,Decision Tree,Train,1.0,1.0,34,0.0059911894273127755,1.0,1.0,1.0
tier 4,environmental crimes,Decision Tree,Validation,0.9994734070563455,0.999736425935688,2,0.00105318588730911,0.6666666666666666,1.0,0.8
tier 4,securities fraud,Decision Tree,Train,1.0,1.0,130,0.02290748898678414,1.0,1.0,1.0
tier 4,securities fraud,Decision Tree,Validation,0.9910479199578726,0.9066650330801276,44,0.02317008952080042,0.8,0.8181818181818182,0.8089887640449438
tier 4,assaults in aid of racketeering,Decision Tree,Train,1.0,1.0,3,0.0005286343612334801,1.0,1.0,1.0
tier 4,assaults in aid of racketeering,Decision Tree,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 4,cyber stalking,Decision Tree,Train,0.9998237885462555,0.9833333333333334,30,0.0052863436123348016,1.0,0.9666666666666667,0.9830508474576272
tier 4,cyber stalking,Decision Tree,Validation,0.9968404423380727,0.9361779481755685,8,0.00421274354923644,0.5833333333333334,0.875,0.7
tier 4,carrying a firearm during the commission of a felony,Decision Tree,Train,0.9998237885462555,0.8333333333333333,3,0.0005286343612334801,1.0,0.6666666666666666,0.8
tier 4,carrying a firearm during the commission of a felony,Decision Tree,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 4,excessive force by a law enforcement officer,Decision Tree,Train,1.0,1.0,5,0.000881057268722467,1.0,1.0,1.0
tier 4,excessive force by a law enforcement officer,Decision Tree,Validation,0.9957872564507636,0.4981559536354057,1,0.000526592943654555,0.0,0.0,0.0
tier 4,tax evasion,Decision Tree,Train,1.0,1.0,41,0.007224669603524229,1.0,1.0,1.0
tier 4,tax evasion,Decision Tree,Validation,0.9915745129015271,0.5658704883227176,15,0.007898894154818325,0.4,0.13333333333333333,0.2
tier 4,improper entry into the us,Decision Tree,Train,1.0,1.0,2,0.0003524229074889868,1.0,1.0,1.0
tier 4,improper entry into the us,Decision Tree,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 4,murder,Decision Tree,Train,0.9998237885462555,0.9969512195121951,164,0.028898678414096917,1.0,0.9939024390243902,0.9969418960244648
tier 4,murder,Decision Tree,Validation,0.9831490258030542,0.7899704357211572,46,0.02422327540810953,0.675,0.5869565217391305,0.627906976744186
tier 4,counterfeiting,Decision Tree,Train,1.0,1.0,38,0.006696035242290749,1.0,1.0,1.0
tier 4,counterfeiting,Decision Tree,Validation,0.9947340705634544,0.7489401165871754,12,0.00631911532385466,0.6,0.5,0.5454545454545454
tier 4,criminal tresspassing,Decision Tree,Train,1.0,1.0,2,0.0003524229074889868,1.0,1.0,1.0
tier 4,criminal tresspassing,Decision Tree,Validation,0.9989468141126909,0.7497364259356879,2,0.00105318588730911,0.5,0.5,0.5
tier 4,obstruction of criminal investigations,Decision Tree,Train,1.0,1.0,2,0.0003524229074889868,1.0,1.0,1.0
tier 4,obstruction of criminal investigations,Decision Tree,Validation,0.9989468141126909,0.5,2,0.00105318588730911,1.0,0.0,0.0
tier 4,drug trafficking,Decision Tree,Train,0.9994713656387665,0.9917132372694718,122,0.021497797356828195,0.9917355371900827,0.9836065573770492,0.9876543209876543
tier 4,drug trafficking,Decision Tree,Validation,0.9757767245918905,0.7968869365928188,51,0.026856240126382307,0.543859649122807,0.6078431372549019,0.5740740740740741
tier 4,mortgage fraud,Decision Tree,Train,1.0,1.0,16,0.0028193832599118945,1.0,1.0,1.0
tier 4,mortgage fraud,Decision Tree,Validation,0.9994734070563455,0.9997357293868923,7,0.003686150605581885,0.875,1.0,0.9333333333333333
tier 4,money laundering,Decision Tree,Train,1.0,1.0,48,0.008458149779735682,1.0,1.0,1.0
tier 4,money laundering,Decision Tree,Validation,0.9910479199578726,0.7349804031354983,19,0.010005265929436546,0.5625,0.47368421052631576,0.5142857142857142
tier 4,racketeering,Decision Tree,Train,0.9991189427312775,0.9704990610476399,68,0.011982378854625551,0.9846153846153847,0.9411764705882353,0.9624060150375939
tier 4,racketeering,Decision Tree,Validation,0.9910479199578726,0.7970806794055202,15,0.007898894154818325,0.45,0.6,0.5142857142857142
tier 4,non-family abduction,Decision Tree,Train,1.0,1.0,3,0.0005286343612334801,1.0,1.0,1.0
tier 4,non-family abduction,Decision Tree,Validation,0.9968404423380727,0.4986828240252898,1,0.000526592943654555,0.0,0.0,0.0
tier 4,rico,Decision Tree,Train,1.0,1.0,18,0.003171806167400881,1.0,1.0,1.0
tier 4,rico,Decision Tree,Validation,0.9973670352817272,0.9986779481755685,8,0.00421274354923644,0.6153846153846154,1.0,0.7619047619047619
tier 4,tax fraud,Decision Tree,Train,1.0,1.0,102,0.017973568281938326,1.0,1.0,1.0
tier 4,tax fraud,Decision Tree,Validation,0.985781990521327,0.7681987697970649,22,0.01158504476040021,0.41379310344827586,0.5454545454545454,0.47058823529411764
tier 4,arson,Decision Tree,Train,1.0,1.0,94,0.01656387665198238,1.0,1.0,1.0
tier 4,arson,Decision Tree,Validation,0.9963138493944181,0.9325307651150347,30,0.01579778830963665,0.896551724137931,0.8666666666666667,0.8813559322033898
tier 4,voluntary manslaughter,Decision Tree,Train,1.0,1.0,21,0.0037004405286343613,1.0,1.0,1.0
tier 4,voluntary manslaughter,Decision Tree,Validation,0.9989468141126909,0.9441798941798941,9,0.004739336492890996,0.8888888888888888,0.8888888888888888,0.8888888888888888
tier 4,mail theft,Decision Tree,Train,1.0,1.0,10,0.001762114537444934,1.0,1.0,1.0
tier 4,mail theft,Decision Tree,Validation,0.9984202211690363,0.6664029535864978,3,0.001579778830963665,0.5,0.3333333333333333,0.4
tier 4,child sexual abuse,Decision Tree,Train,0.9996475770925111,0.994475138121547,181,0.0318942731277533,1.0,0.988950276243094,0.9944444444444445
tier 4,child sexual abuse,Decision Tree,Validation,0.9847288046340179,0.9049745534377807,77,0.040547656661400734,0.8076923076923077,0.8181818181818182,0.8129032258064516
tier 4,violent crimes in aid of racketeering activity,Decision Tree,Train,1.0,1.0,31,0.005462555066079295,1.0,1.0,1.0
tier 4,violent crimes in aid of racketeering activity,Decision Tree,Validation,0.9942074776197999,0.8547644216248869,7,0.003686150605581885,0.35714285714285715,0.7142857142857143,0.47619047619047616
tier 4,property damage,Decision Tree,Train,1.0,1.0,11,0.0019383259911894273,1.0,1.0,1.0
tier 4,property damage,Decision Tree,Validation,0.9968404423380727,0.7137571730594986,7,0.003686150605581885,0.6,0.42857142857142855,0.5
tier 4,public corruption,Decision Tree,Train,0.9998237885462555,0.9999117075754901,12,0.0021145374449339205,0.9230769230769231,1.0,0.96
tier 4,public corruption,Decision Tree,Validation,0.9963138493944181,0.49973586899101957,6,0.00315955766192733,0.0,0.0,0.0
tier 4,possession with intent to distribute cocaine,Decision Tree,Train,1.0,1.0,10,0.001762114537444934,1.0,1.0,1.0
tier 4,possession with intent to distribute cocaine,Decision Tree,Validation,0.9989468141126909,0.49973656480505796,1,0.000526592943654555,0.0,0.0,0.0
tier 4,simple assault,Decision Tree,Train,0.9998237885462555,0.9999093381686309,160,0.028193832599118944,0.9937888198757764,1.0,0.9968847352024922
tier 4,simple assault,Decision Tree,Validation,0.9957872564507636,0.9978213507625273,63,0.03317535545023697,0.8873239436619719,1.0,0.9402985074626866
tier 4,importation of controlled substances,Decision Tree,Train,1.0,1.0,1,0.0001762114537444934,1.0,1.0,1.0
tier 4,importation of controlled substances,Decision Tree,Validation,0.9989468141126909,0.5,2,0.00105318588730911,1.0,0.0,0.0
tier 4,animal abuse,Decision Tree,Train,1.0,1.0,28,0.004933920704845815,1.0,1.0,1.0
tier 4,animal abuse,Decision Tree,Validation,0.9978936282253817,0.8328050713153723,6,0.00315955766192733,0.6666666666666666,0.6666666666666666,0.6666666666666666
tier 4,kickback scheme (financial),Decision Tree,Train,1.0,1.0,34,0.0059911894273127755,1.0,1.0,1.0
tier 4,kickback scheme (financial),Decision Tree,Validation,0.9984202211690363,0.9166666666666667,18,0.009478672985781991,1.0,0.8333333333333334,0.9090909090909091
tier 4,possession with intent to distribute fentanyl,Decision Tree,Train,1.0,1.0,2,0.0003524229074889868,1.0,1.0,1.0
tier 4,possession with intent to distribute fentanyl,Decision Tree,Validation,0.9989468141126909,0.49973656480505796,1,0.000526592943654555,0.0,0.0,0.0
tier 4,phishing,Decision Tree,Train,1.0,1.0,6,0.0010572687224669603,1.0,1.0,1.0
tier 4,phishing,Decision Tree,Validation,0.9984202211690363,0.625,4,0.00210637177461822,1.0,0.25,0.4
tier 4,theft crimes,Decision Tree,Train,0.9996475770925111,0.9863978025560147,37,0.006519823788546255,0.972972972972973,0.972972972972973,0.972972972972973
tier 4,theft crimes,Decision Tree,Validation,0.9921011058451816,0.8468237162519853,10,0.0052659294365455505,0.3684210526315789,0.7,0.4827586206896552
tier 4,kickback scheme (non-financial),Decision Tree,Train,1.0,1.0,4,0.0007048458149779736,1.0,1.0,1.0
tier 4,kickback scheme (non-financial),Decision Tree,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 4,illegal gambling,Decision Tree,Train,0.999295154185022,0.9761013813936124,63,0.011101321585903084,0.9836065573770492,0.9523809523809523,0.967741935483871
tier 4,illegal gambling,Decision Tree,Validation,0.9942074776197999,0.8145477207977209,27,0.014218009478672985,0.9444444444444444,0.6296296296296297,0.7555555555555555
tier 4,wildlife crimes,Decision Tree,Train,1.0,1.0,20,0.003524229074889868,1.0,1.0,1.0
tier 4,wildlife crimes,Decision Tree,Validation,0.9936808846761453,0.8720976253298154,4,0.00210637177461822,0.21428571428571427,0.75,0.3333333333333333
tier 4,weapons trafficking,Decision Tree,Train,0.9998237885462555,0.95,10,0.001762114537444934,1.0,0.9,0.9473684210526315
tier 4,weapons trafficking,Decision Tree,Validation,0.9989468141126909,0.7497364259356879,2,0.00105318588730911,0.5,0.5,0.5
tier 4,malware,Decision Tree,Train,1.0,1.0,25,0.004405286343612335,1.0,1.0,1.0
tier 4,malware,Decision Tree,Validation,0.9989468141126909,0.9994714587737843,7,0.003686150605581885,0.7777777777777778,1.0,0.875
tier 4,manslaughter,Decision Tree,Train,0.9994713656387665,0.9932424493095572,76,0.013392070484581497,0.974025974025974,0.9868421052631579,0.9803921568627451
tier 4,manslaughter,Decision Tree,Validation,0.9957872564507636,0.9129909644108427,29,0.015271195365982097,0.8888888888888888,0.8275862068965517,0.8571428571428571
tier 4,child abuse and neglect,Decision Tree,Train,1.0,1.0,21,0.0037004405286343613,1.0,1.0,1.0
tier 4,child abuse and neglect,Decision Tree,Validation,0.9973670352817272,0.7492084432717678,4,0.00210637177461822,0.4,0.5,0.4444444444444444
tier 4,fraudulent/counterfeit goods,Decision Tree,Train,1.0,1.0,15,0.0026431718061674008,1.0,1.0,1.0
tier 4,fraudulent/counterfeit goods,Decision Tree,Validation,0.9957872564507636,0.4989445910290237,4,0.00210637177461822,0.0,0.0,0.0
tier 4,drug smuggling,Decision Tree,Train,1.0,1.0,8,0.0014096916299559472,1.0,1.0,1.0
tier 4,drug smuggling,Decision Tree,Validation,0.9994734070563455,0.999736564805058,1,0.000526592943654555,0.5,1.0,0.6666666666666666
tier 4,bribery (financial) of a public official,Decision Tree,Train,1.0,1.0,24,0.004229074889867841,1.0,1.0,1.0
tier 4,bribery (financial) of a public official,Decision Tree,Validation,0.9921011058451816,0.6226203067160233,8,0.00421274354923644,0.18181818181818182,0.25,0.21052631578947367
tier 4,international organized crime,Decision Tree,Train,1.0,1.0,7,0.0012334801762114538,1.0,1.0,1.0
tier 4,international organized crime,Decision Tree,Validation,0.9973670352817272,0.6664025356576863,6,0.00315955766192733,0.6666666666666666,0.3333333333333333,0.4444444444444444
tier 4,extortion by officers or employees of the us,Decision Tree,Train,1.0,1.0,2,0.0003524229074889868,1.0,1.0,1.0
tier 4,extortion by officers or employees of the us,Decision Tree,Validation,1.0,1.0,1,0.000526592943654555,1.0,1.0,1.0
tier 4,stalking,Decision Tree,Train,1.0,1.0,112,0.01973568281938326,1.0,1.0,1.0
tier 4,stalking,Decision Tree,Validation,0.9947340705634544,0.959656741108354,39,0.020537124802527645,0.8372093023255814,0.9230769230769231,0.8780487804878049
tier 4,burglary,Decision Tree,Train,0.9998237885462555,0.9901960784313726,51,0.008986784140969163,1.0,0.9803921568627451,0.9900990099009901
tier 4,burglary,Decision Tree,Validation,0.9942074776197999,0.819837059492232,14,0.00737230121116377,0.6,0.6428571428571429,0.6206896551724138
tier 4,theft of government funds,Decision Tree,Train,1.0,1.0,11,0.0019383259911894273,1.0,1.0,1.0
